pickup point,last part
"""airport rent a car service,
hazrat shahjalal international airport,kurmitola""","""kurmitola"""
"""15a/13a,block f,hazi chino mia road,tikkapara,mohammadpur""","""mohammadpur"""
"""talukdar telecom,h 22,rd 20,nikunja 2""","""nikunja 2"""
"""creative pre schooling cente,adabar,mohammadpur""","""mohammadpur"""
"""hawlader general store,miyajuddin square rd,siddhirganj,narayanganj""","""narayanganj"""
"""238/a,salim uddin market,ahmed nagar,senpara parbata,ahmed nagar""","""ahmed nagar"""
"""bismillah telecom,anarkoly d,west arichpur,moinartek""","""moinartek"""
"""masjid e baitul aksa,jashimuddin rd,sector 5,uttara""","""uttara"""
"""tongi,boubazar,machimpur""","""machimpur"""
"""mouchak rd,muktajheel,siddhirganj,narayanganj""","""narayanganj"""
"""house 31,road 2,block b,banasree""","""banasree"""
"""airport rail station""","""airport rail station"""
"""the last call,sector 18,uttara""","""uttara"""
"""darus salam tower,59/da,mirpur road,abdul rafiq housing,gabtali""","""gabtali"""
"""cricbddirect,road 8,block f,banani""","""banani"""
"""hawker faruk bondhu at dhanmondi,dhaka,west""","""west"""
"""freedom,g 42,rd 6,banani""","""banani"""
"""sauslys foods,asad avenue,mohammadpur""","""mohammadpur"""
"""cdip head office,shyamoli,mohammadpur""","""mohammadpur"""
"""puma bangladesh,road 11,banani,""",""""""
"""brb hospital ltd,panthapath""","""panthapath"""
"""10/7,iqbal road,mohammadpur,dhaka 1207""","""dhaka 1207"""
"""camden town,60 feet,mukti housing,dokkhi monipur""","""dokkhi monipur"""
"""dour brodband,lalmatia,block e,lalmatia""","""lalmatia"""
"""dr g m jahangir hoosain,shoulder and knee center,shyamoli,mohammadpur""","""mohammadpur"""
"""eastern plaza,bir uttam cr datta rd,hatirpool""","""hatirpool"""
"""bismillah electric & sanitary,h 8/15,rd 1,block c,lalmatia""","""lalmatia"""
"""rasel ahmed sir,block f,lalmatia""","""lalmatia"""
"""ward no 43,adabor,dhaka""","""dhaka"""
"""sophias heritage,gulshan 2,gulshan""","""gulshan"""
"""h 108,ohom jatra st,mohammadpur""","""mohammadpur"""
"""chills,road 32,mirpur road,dhanmondi""","""dhanmondi"""
"""bacc womens & children hospital,green road,kathalbagan""","""kathalbagan"""
"""st joseph higher secondary school,asad avenue,mohammadpur""","""mohammadpur"""
"""jigatola gonopurto ovijog kendra and site office,jigatola post office rd,jigatala""","""jigatala"""
"""shyamoli rd no 1,mukti housing,shyamoli""","""shyamoli"""
"""lalmatia substation,dpdc,residential area,dhanmondi""","""dhanmondi"""
"""rupali housing,mirpur commerce college road""","""mirpur commerce college road"""
"""jatiyo chokkhu biggyan institute o hospital,syed mahbub murshed ave,agargaon""","""agargaon"""
"""huawei experience store,sector 8,uttara""","""uttara"""
"""flea nursery,agb colony,kamalapur""","""kamalapur"""
"""hira kutir h 330/4/k dit rd east rampura""","""hira kutir h 330/4/k dit rd east rampura"""
"""sorgiyo dutabash 181/d jafranbug residential area road wireless mogbazar""","""sorgiyo dutabash 181/d jafranbug residential area road wireless mogbazar"""
"""mh samorita medical college hospital""","""mh samorita medical college hospital"""
"""118 d block 7 no road , block d , bashundhara r/a""","""bashundhara r/a"""
"""masum store modhubagh  hatirjheel""","""masum store modhubagh  hatirjheel"""
"""ma babar dhoya fl bitan , pirerbag , mirpur 1""","""mirpur 1"""
"""bti sandringham block h bashundhara r/a""","""bti sandringham block h bashundhara r/a"""
"""indira road , dhanmondi""","""dhanmondi"""
"""sk dream house 744, road no 10 bashundhara r/a""","""road no 10 bashundhara r/a"""
"""jihad hair style , h 1/2 , kamalapur box culvert rd , motijheel""","""motijheel"""
"""70 sarak 10 1 bashundhara r/a""","""70 sarak 10 1 bashundhara r/a"""
"""hauqe heritage , shah ali bag , mirpur 1""","""mirpur 1"""
"""repto education center ,irpur dohs rd pallabi""","""irpur dohs rd pallabi"""
"""archies , begum rokeya sarani , kazipara""","""kazipara"""
"""saeed sutos coca-cola road vatara""","""saeed sutos coca-cola road vatara"""
"""728/2 , begum rokeya sarani , west kafrul , purba kazipara""","""purba kazipara"""
"""abedin villa h 187/b jheelpar rd khilgaon""","""abedin villa h 187/b jheelpar rd khilgaon"""
"""hena garden , 14 , section 2""","""section 2"""
"""house 648/3 bashundhara lane west kazipara mirpur""","""house 648/3 bashundhara lane west kazipara mirpur"""
"""jamuna bank atm , h 5 , segunbagicha rd , segunbagicha""","""segunbagicha"""
"""ms. trading international & automodiles mir hazirbagh jatrabari""","""ms. trading international & automodiles mir hazirbagh jatrabari"""
"""8/a/6 , road 13 , dhanmondi r/a""","""dhanmondi r/a"""
"""agrani bank limited mohakhali branch , tb gate road , wireless gate , mohakhali""","""mohakhali"""
"""khan brothers gulshan road 127 gulshan 1 gulshan""","""khan brothers gulshan road 127 gulshan 1 gulshan"""
"""lal kuthi ghat""","""lal kuthi ghat"""
"""biswas moyeen tower , west shewrapara , mirpur""","""mirpur"""
"""h 1398/19 natunbag khilgaon rd goran""","""h 1398/19 natunbag khilgaon rd goran"""
"""ml room , dhaka cmh , shahid sarani , dhaka cantonment""","""dhaka cantonment"""
"""hr habib west jatrabari""","""hr habib west jatrabari"""
"""23, mitali housing society , south kafrul , poschim kafrul""","""poschim kafrul"""
"""mizan mobile hall bamoli demra""","""mizan mobile hall bamoli demra"""
"""cute furniture , malibagh rail gate , malibagh""","""malibagh"""
"""kalialoir aminbazar link road""","""kalialoir aminbazar link road"""
"""konapara bus stop dhaka demra highway shonir akhra jatrabari 1000""","""konapara bus stop dhaka demra highway shonir akhra jatrabari 1000"""
"""mollah tea store adarsha balika school rd doniya""","""mollah tea store adarsha balika school rd doniya"""
"""ns cng filling and servicing center ltd , gopibag , tikatuli""","""tikatuli"""
"""agrani bank limited mohakhali branch , tb gate road , wireless gate , mohakhali""","""mohakhali"""
"""h 32 rd 12 south banasree project""","""h 32 rd 12 south banasree project"""
"""85 , road no 2 , block a , basundhara r/a""","""basundhara r/a"""
"""villa de jafar , block a, aftabnagar""","""aftabnagar"""
"""mayer shopner bari east rampura""","""mayer shopner bari east rampura"""
"""anik varieties store mir hazirbagh jatrabari""","""anik varieties store mir hazirbagh jatrabari"""
"""corner meadows , sector 4 , uttara""","""uttara"""
"""h 20 rd 6 , banasree""","""banasree"""
"""evercare hospital""","""evercare hospital"""
"""industrial automation technology , chapain rd , savar , 1340""","""1340"""
"""martyr's memorial of 1971 outer circular rd kamalapur""","""martyr's memorial of 1971 outer circular rd kamalapur"""
"""university business center , pallabi , mirpur""","""mirpur"""
"""estetico cafe , basundhara r/a""","""basundhara r/a"""
"""signature bd , block d , banani""","""banani"""
"""icddrb housing , section 7 , mirpur""","""mirpur"""
"""ibh tulip , gulshan 1""","""gulshan 1"""
"""adarsha shisu government primary school k b shah rd amlapra maryamgamj sadar naryanganj 1400""","""adarsha shisu government primary school k b shah rd amlapra maryamgamj sadar naryanganj 1400"""
"""dr. nazmul hakim shaheen , hepatobiliary surgery , east rajabazar , panthapath""","""panthapath"""
"""best price store onln rd 17 block j bashundhara r/a""","""best price store onln rd 17 block j bashundhara r/a"""
"""sara sarker villa , house 218/5/a, kamal soroni , agargaon , mirpur""","""mirpur"""
"""monowara villa h 18 rd 7 merul badda""","""monowara villa h 18 rd 7 merul badda"""
"""china sizzling restaurant , h 961/b , shahid baki sarak , taltola , khilgaon""","""khilgaon"""
"""globnibas rajarbag 1 h 370 371 party hosue rd rajarbag , malibagh""","""malibagh"""
"""gulshan club limited , road 50 , gulshan 2 , dhaka""","""dhaka"""
"""faith tower faith bible church birulia akran rd ashulia""","""faith tower faith bible church birulia akran rd ashulia"""
"""mugda medical college & hospital hazi khadem ali rd mugda""","""mugda medical college & hospital hazi khadem ali rd mugda"""
"""akij plastics ltd . ( tejgaon depot ) , industrial area""","""industrial area"""
"""eastern banasree east rampura""","""eastern banasree east rampura"""
"""nakhalpara rail crossing , prime minister's office rd , west nakhalpara , tejgaon""","""tejgaon"""
"""ggalore mirpur outlet block d mirpur 2""","""ggalore mirpur outlet block d mirpur 2"""
"""m . s . accessories ltd , pallabi , mirpur""","""mirpur"""
"""147, raza bazaar road , dhanmondi""","""dhanmondi"""
"""house 39 road 5 nikunja 1 khilkhet dhaka""","""house 39 road 5 nikunja 1 khilkhet dhaka"""
"""qaseedah records , pallabi , mirpur 13""","""mirpur 13"""
"""anik incorporated , eastern housing , mirpur""","""mirpur"""
"""hazrat shahjalal international airport , dhaka mymensingh highway , hazrat shahjalal international airport , kurmitola""","""kurmitola"""
"""medicine , 106 , road 12 , banani""","""banani"""
"""setara's dream , pallabi , mirpur""","""mirpur"""
"""comfort diagnostic center , h 167/b , green rd""","""green rd"""
"""police check post 300 feet express highway , dhaka bangladesh""","""dhaka bangladesh"""
"""mizan general store , residential area , dhanmondi""","""dhanmondi"""
"""the great kabab factory , residential area , dhanmondi""","""dhanmondi"""
"""r rahman english rd , ray shaheb bazar""","""ray shaheb bazar"""
"""boni akrem house , 66 , road 4 , section 12""","""section 12"""
"""planning commission & election commission , banijjo mela rd , sher e bangla nagar""","""sher e bangla nagar"""
"""imperial cafe & restaurant , chowdhuripara , malibagh""","""malibagh"""
"""bashona neer , 478 , shamim sharani road , west kafrul , poschim kafrul""","""poschim kafrul"""
"""associate engineers & consultants limited ( aecl ) , mohakhali dohs""","""mohakhali dohs"""
"""talukder villa , 213/4/b , uttar shyamoli , paschim agargaon , shyamoli road no . 2 , mukti housing , paschim agargaon""","""paschim agargaon"""
"""anamika concord shopping mall , begum rokeya sarani , kazipara""","""kazipara"""
"""adb , syed mahbub morshed avenue , pwd sweeper colony , sher e bangla nagar""","""sher e bangla nagar"""
"""uttarkhan union technical school and college , madhya para""","""madhya para"""
"""planning commission/division gpvt.residential complex , taltola , tejgaon""","""tejgaon"""
"""alijabeth dental care , 83/4 , master para road , senpara parbata , borobagh""","""borobagh"""
"""h 1059/1/a , surjo sisira goli , east shewrapara""","""east shewrapara"""
"""environment and infrastructure management solution ( eims ) limited , monipuripara , tejgaon""","""tejgaon"""
"""city bank ltd , new airport rd""","""new airport rd"""
"""19/6 , gate no . 3 road , khamar bari""","""khamar bari"""
"""archies , begum rokeya sarani , kazipara""","""kazipara"""
"""jihad hair style , h 1/2 , kamalapur box culvert rd , motijheel""","""motijheel"""
"""indira road , dhanmondi""","""dhanmondi"""
"""hauqe heritage , shah ali bag , mirpur""","""mirpur"""
"""728/2 , begum rokeya sharani ,west kafrul , purba kazipara""","""purba kazipara"""
"""8/a/6 , road 13 , dhanmondi r/a""","""dhanmondi r/a"""
"""23 mitali housing society south kafrul paschim kafrul""","""23 mitali housing society south kafrul paschim kafrul"""
"""sohel ladies tailors h 77 green rd""","""sohel ladies tailors h 77 green rd"""
"""road master tyre & battery coca-cola road vatara""","""road master tyre & battery coca-cola road vatara"""
"""laser chain skin centre ltd residential area dhanmondi""","""laser chain skin centre ltd residential area dhanmondi"""
"""h 977/2 begum rokeya sarani west shewrapara""","""h 977/2 begum rokeya sarani west shewrapara"""
"""haque electronics west dhanmondi""","""haque electronics west dhanmondi"""
"""tour addition mirpur dohs""","""tour addition mirpur dohs"""
"""house ka-9a road 12 block k baridhara""","""house ka-9a road 12 block k baridhara"""
"""shyamoli bus stop mirpur rd shyamoli""","""shyamoli bus stop mirpur rd shyamoli"""
"""h 340 alhaz abdus sobhan rd block b bashundhara r/a""","""h 340 alhaz abdus sobhan rd block b bashundhara r/a"""
"""moni cng station begum rokeya sharani kazipara 1000""","""moni cng station begum rokeya sharani kazipara 1000"""
"""square hospital ltd p[anthapath rd kalabagan""","""square hospital ltd p[anthapath rd kalabagan"""
"""udayan 63 road 15a dhanmondi r/a""","""udayan 63 road 15a dhanmondi r/a"""
"""chillis restaurant & party center banasree block a banasree""","""chillis restaurant & party center banasree block a banasree"""
"""embassy of the fereral republic of germany,park road,madani avenue,gulshan 2""","""gulshan 2"""
"""pizza ready shekhertek adabor""","""pizza ready shekhertek adabor"""
"""zigatola bus stand,jigatola,dhanmondi""","""dhanmondi"""
"""nurul islam paper hosue abdullahpur uttara""","""nurul islam paper hosue abdullahpur uttara"""
"""rgb electronics,safari park rd""","""safari park rd"""
"""beauty sweetmeat dhaka tangail highway mouchak 1751""","""beauty sweetmeat dhaka tangail highway mouchak 1751"""
"""bengal meat-azimpur""","""bengal meat-azimpur"""
"""biswas clothing sector 12 uttara""","""biswas clothing sector 12 uttara"""
"""potaka chattar,24,shahbagh,ramna""","""ramna"""
"""kashem store,circuit house rd""","""circuit house rd"""
"""khonikaloy faridabad dakkhinkhan""","""khonikaloy faridabad dakkhinkhan"""
"""meena bazar ecb chattar,manikdi,dhaka cantonment""","""dhaka cantonment"""
"""anwar pharma & general store rd 2 block e banasree""","""anwar pharma & general store rd 2 block e banasree"""
"""nur hossen chottor (zero point),fakirapool,gulistan""","""gulistan"""
"""our serenity block g bashundhara r/a""","""our serenity block g bashundhara r/a"""
"""explore,wonders,kalachanpur""","""kalachanpur"""
"""bottola,com bd,mohakhali dohs""","""mohakhali dohs"""
"""mazumdar castle h 656 657 rd 20 block f bashundhara r/a""","""mazumdar castle h 656 657 rd 20 block f bashundhara r/a"""
"""home tailor and fabric,ka 10//3,kalachanpur main rd,kalachanpur""","""kalachanpur"""
"""peoples oriented program (popi) bagbari,golartek,mirpur 1""","""mirpur 1"""
"""firoza rashid nibash,industrial area tejgaon""","""industrial area tejgaon"""
"""12/1/3,road no 2,mukti housing,shyamoli""","""shyamoli"""
"""tropical uttorshuri,h 11/7,11/7a,b,c ka,kathalbagan""","""kathalbagan"""
"""jonota bazar,west dhanmondi""","""west dhanmondi"""
"""galaxy bangladesh,h 25,rd 4,gulshan 1""","""gulshan 1"""
"""dhaka bank,mirpur rd,kalabagan""","""kalabagan"""
"""adabor 3,house 14""","""house 14"""
"""rd 10,adabor""","""adabor"""
"""directorate general of health services,tb gate,mohakhali""","""mohakhali"""
"""dutch bangla bank fast track,high court area,shahbag""","""shahbag"""
"""saba store,h 11,kabi jashimuddin rd,motijheel""","""motijheel"""
"""402/1,lane 6,senpara parbata,purba kazipara""","""purba kazipara"""
"""jabeen villa,h 57/c,lake circus,kalabagan""","""kalabagan"""
"""house 29,basabo madartek road,south basabo,basabo""","""basabo"""
"""ayesha manzil,h 32,rd 10,janata housing,mohammadpur""","""mohammadpur"""
"""vai vai sanitery & electric,h 6/5,lalmatia rd,block b,lalmatia""","""lalmatia"""
"""club jci limited,road 113,gulshan 2""","""gulshan 2"""
"""hasnahena,dhaka garden city road,adabar,mohammadpur""","""mohammadpur"""
"""union bank limited,44/7,pantha path,dhanmondi""","""dhanmondi"""
"""the max it,sector 11,uttara""","""uttara"""
"""jamal tea store,gopibag,tikatuli""","""tikatuli"""
"""house 51,road 14,sector 11,uttara""","""uttara"""
"""22,road 47,gulshan 2,gulshan""","""gulshan"""
"""joynagar govt officers apartment complex,mirpur 13""","""mirpur 13"""
"""dhakaiya kacchi,karim chamber,motijheel""","""motijheel"""
"""canadian university of bangladesh""","""canadian university of bangladesh"""
"""sel nogor,block d,basundhara r/a""","""basundhara r/a"""
