last part,Pickup Area,Pickup Point
dhanmondi,Dhanmondi,"""ibn sina pharmacy , h 48, rd 9a, dhanmondi"""
section 2,Mirpur,"""priya bhaban 1,section 2"""
banani,Banani,"""house 42, road 25, block a, banani"""
dhanmondi,Dhanmondi,"""royal buffet,residential area,dhanmondi"""
uttara,Uttara,"""prottasha bridge,dhaka ashulia highway,bhataliya,uttara"""
mohammadpur,Mohammadpur,"""h 41, rd 2 , pc culture housing society , mohammadpur"""
niketon,Niketon,"""tejgaon registration complexjaame mosque, love road , east nakhalpara, niketon"""
motijheel,Motijheel,"""motijheel ideal school and college office , mazar rd , agb colony , motijheel"""
basundhara r/a,Bashundhara,"""beauty , 318 , al haj abdus sobhan road , block  b , basundhara r/a"""
gulshan,Gulshan,"""sohrawardy avenue , baridhara , gulshan"""
mohammadpur,Mohammadpur,"""z/a , block d , salimullah road , mohammadpur"""
paltan,Paltan,"""dc building , maolana bhasani road , fakirapool , paltan"""
khilgaon,Khilgaon,"""alhaz md newaz ali , h 882 , rd 10 , khilgaon"""
gulshan,Gulshan,"""healthcare body spa , gulshan 1, gulshan"""
mirpur 2,Mirpur,"""outer stadium,milk vita rd,block g,mirpur 2"""
mohammadpur,Mohammadpur,"""17/,block c,tajmahal road,mohammadpur"""
mohammadpur,Mohammadpur,"""la-bay services, bosila, mohammadpur"""
gulshan,Gulshan,"""@42, road 1 niketon block a , niketon housing society , gulshan"""
bashundhara r/a,Bashundhara R/A,"""jamuna future park , progati sarani , bashundhara r/a"""
nikunja 2,Nikunja,"""dutch bangla bank,road 2,nikunja 2"""
uttara,Uttara,"""aaa engineers,sector 11,uttara"""
basundhara r/a,Bashundhara,"""h 479, rd 16, block f , basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""namapara,bashundhara r/a"""
dhanmondi,Dhanmondi,"""police box,manik mia ave,dhanmondi"""
banani,Banani,"""future technology , kemal ataturk avenue , banani"""
sector 2,Purbachal,"""airport road, new airport road,kurmitola,sector 2"""
gulshan,Gulshan,"""white smile dentistry , road 130, gulshan 1 , gulshan"""
mirpur,Mirpur,"""wasa,darussalam,mirpur"""
uttara,Uttara,"""day dreamers hq,sector 17,uttara"""
dhanmondi,Dhanmondi,"""ulab , h 56 , rd 4a, dhanmondi"""
basundhara r/a,Bashundhara,"""abinta kabir foundation school , madani  avenue , basundhara r/a"""
mohammadpur,Mohammadpur,"""sara simran,h 17,18,rd 5,kaderabad housing,mohammadpur"""
uttara,Uttara,"""house 52,road 10,sector  6,uttara"""
uttara,Uttara,"""sector 4, uttara"""
uttara,Uttara,"""albratoss education,sector 7,uttara"""
gulshan 1,Gulshan,"""crystal palace,rd 140,gulshan 1"""
uttara,Uttara,"""polwel caranation shopping centre, sector 8, uttara"""
gulshan,Gulshan,"""german club , gulshan 2 , gulshan"""
dhanmondi,Dhanmondi,"""bangladesh eye hospital , sat masjid rd, dhanmondi"""
uttara,Uttara,"""ruap,sector 18,uttara"""
mohammadpur,Mohammadpur,"""h 33/6, tajmahal rd , mohammadpur"""
basundhara r/a,Bashundhara,"""afroza begum road,basundhara r/a"""
gulshan,Gulshan,"""92, road 2 niketon ,  block  a , niketon housing society , gulshan"""
panthapath,Panthapath,"""borak zahir tower,kazi nazrul islam ave,panthapath"""
bangladesh,Agargaon,"""majhar mistanno bhandar , h 77 , north south rd , alu bazar , bangladesh"""
gabtali,Mirpur,"""darussalam tower , 59/da , mirpur road , abdul rafiq housing , gabtali"""
uttara,Uttara,"""house 10,road 4,sector 3,uttara"""
new airport rd,Biman Bandar,"""airport masjid,new airport rd"""
uttara,Uttara,"""azampur bus stop,sector 6,uttara"""
uttara,Uttara,"""h 18,rd 12.sector 5,uttara"""
bangladesh,Agargaon,"""meraj nagar, dhaka , bangladesh"""
basundhara r/a,Bashundhara,"""dutc bangla bank ltd atm,h 81,sayem sobhan tanvir rd,block e,basundhara r/a"""
new airport rd,Biman Bandar,"""city bank americal lounge,new airport rd"""
gulshan,Gulshan,"""raymond custom bespoke, gulshan 2, , gulshan"""
mohammadpur,Mohammadpur,"""confidence tower,h 5/kha,sat masjid rd,block f,mohammadpur"""
gulshan,Gulshan,"""kampai dhaka , road 35, gulshan 2, gulshan"""
uttara,Uttara,"""polwel carnation shopping centre,sector 8,uttara"""
niketon,Niketon,"""eagles dance company, roaf 03 , block -b , niketon"""
uttara,Uttara,"""basic comfort,road 03,sector 10,uttara"""
gulshan,Gulshan,"""navana real estate ltd, gulshan 2, gulshan"""
chawkbazar,Chawkbazar,"""shahi mithai,h 27,nazimuddin rd,begum bazar,chawkbazar"""
bashundhara r/a,Bashundhara R/A,"""rd 10 block i , bashundhara r/a"""
sector 2,Purbachal,"""mutual trust bank,airport  road,new airport road,kurmitola,sector 2"""
gulshan,Gulshan,"""the h hotel , gulshan 2, gulshan"""
bashundhara r/a,Bashundhara R/A,"""road 1, block d, bashundhara r/a"""
uttara,Uttara,"""standard bank ltd,sonargaon janapath,sector 13,uttara"""
gulshan,Gulshan,"""camerich , kamal atatruk avenue, gulshan 2, gulshan"""
dhanmondi,Dhanmondi,"""the east indian eatery,residential area,dhanmondi"""
uttara,Uttara,"""h,i power refrigaretionsector 11,uttara"""
uttara,Uttara,"""abdullahpur beribadh circle,ic medical rd,uttara"""
uttara,Uttara,"""housed 33, road 1, sector 11, uttara"""
gulshan,Gulshan,"""indulge,gulshan 2,gulshan"""
bashundhara r/a,Bashundhara R/A,"""h 405, aftab uddin ahmed rd, block b , bashundhara r/a"""
banani,Banani,"""ventura encarna,block i,banani"""
uttara,Uttara,"""moynul fashion tailors,sector 13,uttara"""
banani,Banani,"""tusuka identities, block f, banani"""
dhanmondi,Dhanmondi,"""sankar kazi office,west,dhanmondi"""
bashundhara r/a,Bashundhara R/A,"""jbs borhan palace, roads 14 , block a, bashundhara r/a"""
paltan,Paltan,"""academic building(stamford),siddheswari road,wireless,paltan"""
basundhara r/a,Bashundhara,"""putlir bari,plot 198,rd 6,block b,basundhara r/a"""
khilgaon,Khilgaon,"""fantasia food,h 960,shahid baki sarak,taltola,khilgaon"""
banani,Banani,"""12, road 23/a, banani"""
dhanmondi,Dhanmondi,"""shahin carpet, 73, new elephant road , dhanmondi"""
paltan,Paltan,"""aparijita,eskaton garden road,wireless,paltan"""
uttara,Uttara,"""hair salon , sector 12 , uttara"""
gulshan,Gulshan,"""ocean massage spa, gulshan2 , gulshan"""
bashundhara r/a,Bashundhara R/A,"""h 327, rd 3, block f, bashundhara r/a"""
uttara,Uttara,"""house 15,road 19,sector 14,uttara"""
mohammadpur,Mohammadpur,"""rd 1/a,nobody housing society,mohammadpur"""
banani,Banani,"""emmabellerina , 74, road 17, banani"""
banani,Banani,"""jani villa,h 94,rd 23,banani"""
basundhara r/a,Bashundhara,"""roushon ara villa,house 403,nsu driveway,block b,basundhara r/a"""
uttara,Uttara,"""rd 1,sector 1,uttara"""
mohammadpur,Mohammadpur,"""kacchi bhai , ring road , mohammadpur"""
kuril,Kuril,"""grameenphone head office , alhaz abdus sobhan rd , block b, kuril"""
uttara,Uttara,"""house 16, road 3, sector 5, uttara"""
uttara,Uttara,"""hk- dent dental care and implant center, road 10 /a, sector 11, uttara"""
pallabi,Pallabi,"""rd 8, block b, arambag r/a, rupnagar, pallabi"""
dhanmondi,Dhanmondi,"""free school street mosjid  o madrasa pukurpar, free school street, dhanmondi"""
mirpur 2,Mirpur,"""scic school, zoo rd ( ciriagana rd) , mirpur 2"""
bashundhara r/a,Bashundhara R/A,"""shoilpic , 403/c, i block road 4, bashundhara r/a"""
west dhanmondi,Dhanmondi,"""jakaria pharmacy,h 39/1,sher e bangla rd,tali office,west dhanmondi"""
sector 2,Purbachal,"""hazrat shahjalal international airport,terminal 1,airport road,new airport road,kurmitola,sector 2"""
dhanmondi,Dhanmondi,"""dominos pizza,residential area,dhanmondi"""
banani,Banani,"""star kabab & resturent,block c,banani"""
gulshan 1,Gulshan,"""h 2,felani rd,gulshan 1"""
gulshan,Gulshan,"""imperial heaven,chha 56/b,badda girls school road,dakkhin badda,gulshan"""
niketon,Niketon,"""kings kabab and restaurant , rd 3, niketon"""
mohammadpur,Mohammadpur,"""coffee avenue , zafrabad , mohammadpur"""
banani,Banani,"""uniview bangladesh , block g , banani"""
dhanmondi,Dhanmondi,"""urban panorama , residential area , dhanmondi"""
uttara,Uttara,"""lake lodge , sector 10 , uttara"""
niketon,Niketon,"""a 1 , road 2 , mohanagar housing project , niketon"""
uttara,Uttara,"""h 25, rd 11, sector 13 , uttara"""
uttara,Uttara,"""subway zone , sector 13 , uttara"""
dhanmondi,Dhanmondi,"""white face wash men's grooming saloon , jigatola , dhanmondi"""
basundhara r/a,Bashundhara,"""nsu admin building , nsu driveway , block b , basundhara r/a"""
khilgaon,Khilgaon,"""dhaka power distribution company ltd , shahid baki sarak , taltola , khilgaon"""
basundhara r/a,Bashundhara,"""h 3 q , rd 7 , block g , basundhara r/a"""
banani,Banani,"""shamsuddin towels limited,kemal ataturk avenue,banani"""
banani,Banani,"""pizaa inn,rd 8,banani"""
gulshan,Gulshan,"""m f village , ta 160/3/d, badda high school road , dakkhin badda , gulshan"""
gulshan,Gulshan,"""shanta asset management limited , gulshan 1, gulshan"""
banani,Banani,"""boithok,block f,banani"""
banani,Banani,"""h 9,rd 28,banani"""
bashundhara r/a,Bashundhara R/A,"""road 17,bashundhara r/a"""
paltan,Paltan,"""maolana bhasani road , fakirapool , paltan"""
uttara,Uttara,"""house 16,road 07,sector 13,uttara"""
gulshan,Gulshan,"""city alo ( banking for women ) , 18 , gulshan avenue , gulshan 1 , gulshan"""
banani,Banani,"""sika bangladesh limited,skylark mark,road 11,block d,banani"""
banani,Banani,"""pinewood cafe + kitchen , block e , banani"""
basundhara r/a,Bashundhara,"""39/a,road no 1block a,basundhara r/a"""
banani,Banani,"""mac-neils lounge block h , banani"""
dhanmondi,Dhanmondi,"""central hospital , h 19, north circular rd , dhanmondi"""
uttara,Uttara,"""rhyme spinning mills ltd,sector 6,uttara"""
uttara,Uttara,"""house 61, road 12 , sector 10 , uttara"""
uttara,Uttara,"""maxs shoppers,sector 3,uttara"""
banani,Banani,"""trust bank limited atm , army stadium, banani"""
uttara,Uttara,"""bakharkhanir dokan,abdullahpur,atipara rd,sector 8,uttara"""
gulshan 1,Gulshan,"""pmtc bangladesh limited , road 34, gulshan ave , gulshan 1"""
basundhara r/a,Bashundhara,"""k r villa,house 305,road 305,road no 12,block c,basundhara r/a"""
dhanmondi,Dhanmondi,"""central hospital , h 19 , north circular rd , dhanmondi"""
uttara,Uttara,"""abdullahpur bus stop,uttara"""
banani,Banani,"""trust bank limited atm, army stadium, banani"""
malibagh,Malibagh,"""907, outer circular road , shantibagh , malibagh"""
mohammadpur,Mohammadpur,"""graphics design experts , shyamoli , mohammadpur"""
uttara,Uttara,"""welkin overrun,house 13,road 3f,sector 9,uttara"""
basundhara r/a,Bashundhara,"""mahmuda palace , 101, d block 6 no road , block d , basundhara r/a"""
banani,Banani,"""afghan grill,road 11,block h,banani"""
banani,Banani,"""amarelo , h 77/b , rd 3 , banani"""
dhanmondi,Dhanmondi,"""harun eye foundation hospital , road 6 , dhanmondi"""
gulshan,Gulshan,"""aloki , tejgaon link road , niketon , gulshan"""
uttara,Uttara,"""atelier studio , sector 13 , uttara"""
basundhara r/a,Bashundhara,"""plot 281 281/b , sayem sobhan  anvir road , block  c , basundhara r/a"""
gulshan,Gulshan,"""cwn (a) , plot 1, gulshan"""
gulshan,Gulshan,"""artistic dental aid,road 2,block b,niketon,gulshan"""
motijheel,Motijheel,"""eastern bank ltd atm,motijheel rd,motijheel"""
malibagh,Malibagh,"""chaad ride,mouchak market,malibagh"""
uttara,Uttara,"""house - 47 , road -11 , sector-13 , uttara"""
malibagh,Malibagh,"""imarat motor cycle engine oil,dit rd,malibagh rail gate,malibagh"""
bangladesh,Agargaon,"""rasul nagar,dhaka,bangladesh"""
khilgaon,Khilgaon,"""trimohoni poschimpara alhe hadith jame masjid,banashree demra rd,khilgaon"""
basundhara r/a,Bashundhara,"""yasmeens,house 227,road 6c,block b,basundhara r/a"""
banani,Banani,"""lucky star,block f ,banani"""
sector 2,Purbachal,"""dutch bangla bank atm,airport road,new airport road,kurmitola,sector 2"""
dhanmondi,Dhanmondi,"""fatemas fashion,green road,dhanmondi"""
paltan,Paltan,"""navana somerset,14/4,45,chamilibagh,dokkhin shajahanpur,paltan"""
dhanmondi,Dhanmondi,"""ahnaf sanitory,193/1,132/22,green road,dhanmondi"""
mirpur,Mirpur,"""khabar bilash,block b,section 12,pallabi (kalshi main road),mirpur"""
section 12,Mirpur,"""227,road 12,section 12"""
mohammadpur,Mohammadpur,"""1/11,sir allama muhammad iqbal road,mohammadpur"""
dhanmondi,Dhanmondi,"""rd 12/a,dhanmondi lake park,dhanmondi"""
banani,Banani,"""bashir razia villa,h 74,rd 18,banani"""
bashundhara r/a,Bashundhara R/A,"""sac,nsu rd,block b,bashundhara r/a"""
uttara,Uttara,"""zakir pharmacy,taratek,uttara"""
basundhara r/a,Bashundhara,"""wooden spoon,nsu road 1st gate,basundhara r/a"""
gulshan,Gulshan,"""aarong , tejgaon gulshan link road , gulshan 1, gulshan"""
section 2,Mirpur,"""bhuiya lodge , 8, road 3, section 2"""
matikata,Matikata,"""clothero, nosor uddin rd, matikata"""
motijheel,Motijheel,"""vip tower , h 51/1, pir shaheber goli , shantinagar , motijheel"""
section 12,Mirpur,"""mitaly bhaban , 178, road 9, section 12"""
dhanmondi,Dhanmondi,"""house 52, road 27, dhanmondi"""
bashundhara r/a,Bashundhara R/A,"""130, sarak 10  1, bashundhara r/a"""
uttara,Uttara,"""jannatul juice & fast food , house building mor ( main road ) , uttara"""
basundhara r/a,Bashundhara,"""north south university , aftab uddin ahmed rd , block b , basundhara r/a"""
dhanmondi,Dhanmondi,"""mtb, h 36, rd 27, dhanmondi"""
paltan,Paltan,"""bangladesh mohila somiti , new baily road , wireless , paltan"""
basundhara r/a,Bashundhara,"""71/a , road no 1 , block a , basundhara r/a"""
banani,Banani,"""himu money exchange , kamal ataturk avenue , banani"""
basundhara r/a,Bashundhara,"""house 165/d , road 7 , block c , basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""house #273, sayem sobhan anvir road , block c, bashundhara r/a"""
gulshan 1,Gulshan,"""valentine castle , h 83 , rd 23 , gulshan 1"""
basundhara r/a,Bashundhara,"""assign villa del zainab , 233, d block  7 no road , block d , basundhara r/a"""
uttara,Uttara,"""jannat medicine store , road 21 , sector 10 , uttara"""
mohammadpur,Mohammadpur,"""state university of bangladesh , zafrabad, mohammadpur"""
uttara,Uttara,"""jannat medicine store , road 21 , sectore 10 , uttara"""
sector 2,Purbachal,"""morning bell school , jashim uddin member road , civil aviation residential area, sector 2"""
gulshan,Gulshan,"""ucb bank , road 34 , gulshan 1 , gulshan"""
gulshan 1,Gulshan,"""mayeems , h 9/b , rd 3 , gulshan 1"""
mohammadpur,Mohammadpur,"""basic kishnoor , 62/c asad avenue , mohammadpur"""
gulshan,Gulshan,"""academia outstanding english medium school 23 , road 113, gulshan 2 , gulshan"""
malibagh,Malibagh,"""fortune shopping mall , dit rd , mouchak market , malibagh"""
banani,Banani,"""ventura encarna , block   i , banani"""
basundhara r/a,Bashundhara,"""house 64 , block b , road no . 8 , block b , basundhara r/a"""
uttara,Uttara,"""house 29, road 13 , sector 10 , uttara"""
gulshan,Gulshan,"""rangs z square , gulshan 2 , gulshan"""
dhanmondi,Dhanmondi,"""digital shop , 40, pantha path , dhanmondi"""
mohammadpur,Mohammadpur,"""popular pharmacy , zafrabad , mohammadpur"""
section 2,Mirpur,"""bhuiya lodge , 8 , road 3 , section 2"""
mirpur dohs,Mirpur,"""nest sourcing ltd , rd 10 , mirpur dohs"""
gulshan,Gulshan,"""sushi kyubey , road 50 , gulshan 2 , gulshan"""
gulshan,Gulshan,"""chef's table , gulshan 1 , gulshan"""
basundhara r/a,Bashundhara,"""palmyra , 317 , road no 14, block a , basundhara r/a"""
gulshan,Gulshan,"""north end coffee roasters , road 23 , gulshan 1 , gulshan"""
sector 2,Purbachal,"""dutch bangla bank atm , airport road , new airport road , kurmitola , sector 2"""
basundhara r/a,Bashundhara,"""461 ,  i  block road 1 , basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""nongor , 323 , al haj abdus sobhan road , block b, bashundhara r/a"""
gulshan,Gulshan,"""gulshan link rd,gulshan"""
mohammadpur,Mohammadpur,"""azim garments ltd,chadd uddan housing,mohammadpur"""
panthapath,Panthapath,"""saulys food,panthapath"""
dhanmondi,Dhanmondi,"""janata bank limited,west,dhanmondi"""
banani,Banani,"""al matin tower,146,road 13b,banani"""
banani,Banani,"""surgeport logistics private limited , kemal ataturk avenue , banani"""
uttara,Uttara,"""saboz automobiles and car wash,road 3b,sector 15,uttara"""
basundhara r/a,Bashundhara,"""930 , sabrina sobhan 4th avenue road , block d , basundhara r/a"""
basundhara r/a,Bashundhara,"""namapara  , basundhara r/a"""
fakirapool,Fakirapool,"""oxford refrigeration , h 41/7, culvert rd , fakirapool"""
uttara,Uttara,"""muslin international limited warehouse,dholipara,uttara"""
mirpur,Mirpur,"""dominant builder ltd,section 6,mirpur"""
dhanmondi,Dhanmondi,"""bar q tonite,27(old),dhanmondi"""
dhanmondi,Dhanmondi,"""ideal college , central rd , dhanmondi"""
gulshan,Gulshan,"""panda dumplings -pd,gulshan 2,gulshan"""
uttara,Uttara,"""hawladar furnitures , sector 3, uttara"""
kuril,Kuril,"""dhl express hotel office,joar shahara,kuril"""
gulshan,Gulshan,"""road 23,dakkhin badda,gulshan"""
banani,Banani,"""shanghai 10, block c , banani"""
mohammadpur,Mohammadpur,"""14/1d,block d,sir sayed road,mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""h 405, aftab uddin ahmed rd , block b , bashundhara r/a"""
gulshan,Gulshan,"""new dhansiri restaurant - gulshan2, road 46, gulshan 2, gulshan"""
basundhara r/a,Bashundhara,"""hazi abdul latif mansion,h 9/a,alhaz abdus sobhan rd,basundhara r/a"""
malibagh,Malibagh,"""h 80/1,shantibag masjid rd,shantibag,malibagh"""
mohammadpur,Mohammadpur,"""haven place,zafrabad,mohammadpur"""
banani,Banani,"""link in limited , block e, banani"""
banani,Banani,"""brac bank limited  atm booth , road 23 , block b , banani"""
motijheel,Motijheel,"""karim and sons,toyenbee circular rd,motijheel"""
dhanmondi,Dhanmondi,"""shahid janani jahanara imam saroni , dhanmondi"""
mohammadpur,Mohammadpur,"""10/10 , sir allama muhammad iqbal road , mohammadpur"""
gulshan,Gulshan,"""armana group ltd,road 71,gulshan 2,gulshan"""
gulshan,Gulshan,"""shaw wallace bangladesh lid , 3 , road 126 , dakkhin badda  , gulshan"""
banani,Banani,"""shwapno,h 35,kamal ataturk ave,banani"""
basundhara r/a,Bashundhara,"""rd 1 , block d , basundhara r/a"""
uttara,Uttara,"""keepex, sector 9, uttara"""
dhanmondi,Dhanmondi,"""lima dry cleaners , residential area, dhanmondi"""
section 2,Mirpur,"""2, road 4 , section 2"""
paltan,Paltan,"""iba , university of dhaka  , to provost banglo , wireless , paltan"""
dhanmondi,Dhanmondi,"""araddho , residential area , dhanmondi"""
gulshan,Gulshan,"""house 80, road 23 , dakkhin badda , gulshan"""
dhanmondi,Dhanmondi,"""10, central road  , dhanmondi"""
dhanmondi,Dhanmondi,"""500/a , mirpur road , dhanmondi"""
bangladesh,Agargaon,"""kurmitola general hospital , tongi diversion road , dhaka, bangladesh"""
kalabagan,Kalabagan,"""but villa  , h 92-93 , kalabagan 2nd ln , kalabagan"""
gulshan,Gulshan,"""united hospital limited , gulshan 2 , gulshan"""
gulshan,Gulshan,"""bti calestial heights , gulshan 1, gulshan"""
