"311 ,ROAD12 , BLOCK C, BASHUNDHARA R/A",""
"MIRPUR 10 CIRCLE,MIRPUR 10",""
"NUR HSOEN CHOTTOR ( ZERO POINT ) , ZERO POINT FOKIRAPOOL , GULISTAN",""
"H 26 , RD 4 , BLOCK C, BANASREE",""
"NITOL JAME MASJID , NATIONAL INSTITUTE OF TRAUMATOLOGY & ORTHOPAEDIC REHABILITATION ( NITOR ) , SHER E BANGLA NAGAR",""
"BANANI OLD DOHS , ROAD 2, HOUSE 23A, FLAT 3C",""
"ARMANA GROUP LTD,ROAD 71,GULSHAN 2,GULSHAN",""
"EASTERN LILY , GULSHAN 2",""
"ZAMUNA FUTURE PARK",""
"REALIANCE BUILDING,H 146,RD 8,BLOCK D,BASUNDHARA R/A",""
"PLAN CONSULTANCY FIRM , BOSILA  GARDEN CITY , MOHAMMADPUR",""
"BISMILLAH PHARMACY & DEPARTMENTAL STORE , 22/12 , KHILJI ROAD , MOHAMMADPUR",""
"CHISHTIA GENERAL STORE , ZAFRABAD , MOHAMMADPUR",""
"GREEN LIFE  HOSPITAL",""
"H 14,RD 2,BLOCK A,BANASHREE",""
"ARABIKA COFFEE , BASUNDHARA R/A",""
"HOTEL THE CAPITAL,NAYA PALTAN",""
"SHAHABUDDIN PLAZA , ADABAR MOHAMMADPUR",""
"FORLD STOR,ADABAR,MOHAMMADPUR",""
"BAITUL MOKARRAM MARKET, BAITUL MOKARRAM ROAD , FAKIRAPOOL , PALTAN",""
"LUXOR,ZAFRABAD,MOHAMMADPUR",""
"MAYER DOA CHOTPOTI AND FUSKA, SECTOR 5, UTTARA",""
"ANISA BUTIQUE HOSUE & TAILORS , WEST NAKHALPARA , TEJGAON",""
"GADGET & GEAR,SATMASJID RD,BLOCK F,MOHAMMADPUR",""
"WESTWOOD HOUSE 275 , SAYEM SOBHAN ANVIR ROAD, BLOCK C, BASHUNDHARA R/A",""
"POPULAR PHARMACY , 281/1 , SHANKAR JAFRABAD ROAD , WEST DHANMONDI",""
"TRAUMA CENTER , KHILJEE RD , SHYAMOLI",""
"H KA/86/1, JOAR SHAHARA BAZAER RD , JOAR SHAHARA",""
"SUMON TEA STORE , SHYAMOLI , MOHAMMADPUR",""
"NATIONAL INSTITUTE OF PREVENTIVE AND SOCIAL MEDICINE(NIPSOM),SCHOOL RD,MOHAKHALI",""
"SOUTHEAST UNIVERSITY,TEJGAON GULSHAN LINK RD,NIKETON",""
"IFIC BANK LIMITED ATM , SHYAMOLOI RD NO 1 MUKTI HOUSING , SHYAMOLI",""
"VIMBAZAR BUS STOP , BHAWAL MIRZAPUR RD 1702",""
"CHATIME MIRPUR 1, 25 ZOO ROAD , MIRPUR 1",""
"52/2 , SALIM UDDIN MARKET ROAD , SENPARA PARBATA , AHMED NAGAR",""
"H 9 , RD 5 , KADERABAD HOUSING .,MOHAMMADPUR",""
"STAR HOTEL & KABAB,RESIDENTIAL AREA,DHANMONDI",""
"SHAJANI FASHION , NEW MARKET , NEW MARKET",""
"KOSHAI BARI RAILGATE,KOSHAI BAZAR,SAKSHINKHAN",""
"BASHUNDHARA BUS STOP , PRAGATI SARANI , GULSHAN",""
"FAKHRUL ACADEMY GREEN ROAD KATHALBAGAN",""
"CRIMSON CUP,300 FEET ENTRANCE ,BASHUNDHARA",""
"APPAREL EXPORT LTD , DARUS SALAM  , KALLYAN",""
"THE WHITE HALL ( PARTY CENTRE ) , SONIYA , JATRABARI",""
"MXN MODERN HERBAL CENTER,MOHHAMADIA",""
"BANASREE MODERN TAILORS 3,BLOCK F,BANASREE",""
"MA GENERAL STORE,AHMEDBAG,BASHABO",""
"SHIMANTO SQUARE , ROAD 2 , RESIDENTIAL AREA , DHANMONDI",""
"MANESHWAR ROAD , HAZARIBAGH",""
"COSMETICS WORLD , GULSHAN 1, GULSHAN",""
"UNITED INTERNATIONAL UNIVERSITY MAIN CAMPUS,UNITED CITY,MADANI AVE,BADDA",""
"RAMPURA THANA , RAMPURA BANASREE ROAD IDEAL SCHOOL , MERADIA , BANASREE",""
"H 29 , RD 6, SOUTH BANASREE PROJECT",""
"RD 36,GULSHAN 2",""
"CHEFS TREAT",""
"GULNAKSHA HALL 1 , PURBACHAL EXPRESS HIGHWAY , KURIL",""
"H 16 , RD 3 PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",""
"BANTHAI BARBER & BEAUTY SALON,GULSHAN 1,GULSHAN",""
"HELENA MONJIL,OUTER CIRCULAR ROAD,WIRELESS,MOGBAZAR",""
"B.I.H.S GENERAL HOSPITAL , DAR US SALAM ROAD , ABDUL RAFIQ HOUSING , SHAH ALI BAGH",""
"THE PARK REDIANCE , HOUSE 412 , NSU DRIVEWAY , BLOCK B , BASHUDHARA R/A",""
"SHERATON DHAKA , KEMAL ATATRUK AVENUE , BANANI",""
"NOORJAHAN MANJIL, ROAD 1, BLOCK G, AFTABNAGAR",""
"KURMITOLA GENERAL HOSPITAL , NEW AIRPORT RD , DHAKA CANTONMENT",""
"YOUSHRA COTTAGE , 16/D , SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D , BASHUNDHARA R/A",""
"HAUQE HERITAGE , SHAH ALI BAG , MIRPUR 1",""
"300 FEET BOAT GHAT , SECTOR  01 , PURBACHAL",""
"EASTERN HOUSING 2 , KALLYANPUR",""
"WASA,DARUSSALAM,MIRPUR",""
"ISLAMI BANK BANGLADESH LTD , H 46 , RD 9A , DHANMONDI",""
"SHINEPUKUR SUITES , GULSHAN 1 , GULSHAN",""
"BIJOY NAGAR WATER TANK  , SAYED NAZRUL ISLAM SHARANI , FAKIRAPOOL , PALTAN",""
"CENTRAL HOSPITAL,RD 5,DHANMONDI",""
"ELVIE BEAUTY SALON,BIR UTTAM RAFIQUL ISLAM AVENUE,GULSHAN",""
"SHAPAN TEA STORE , SHYAMOLI , MOHAMMADPUR",""
"ROWSHON KUTIR , H 14/4 , RD 22 , TILPAPARA , KHILGAON",""
"49, road 12 a, dhanmondi r/a",""
"RANGS WATER FRONT , H 1 , RD 16 , GULSHAN 1",""
"ZERR , SECTOR 10 , UTTARA",""
"MR CHEF FOOD STATION , NIKUNJA 2",""
"AMIR GENERAL STORE , WEST , DHANMONDI",""
"STAR TECH LTD- BANANI BRANCH , KAMAL ATATRUK AVENUE , BLOCK E , BANANI",""
"MAA BAZAR DOA GENERAL STORE , KA/60, BAZAR RD , JOAR SAHARA",""
"RD 6 , DIT PROJECT , MERUL BADDA",""
"SOS CHILDREN'S VILLAGE DHAKKA , MIRPUR RD , SHYAMOLI","(23.77438, 90.36538)"
"shafipur bazar , dhaka tangail highway , mouchak , 1751",""
"road 1, sector 5 , uttara 1000",""
"PASSPORT OFFICE,PASSPORT OFFICE RD,SHER E BANGLA NAGAR,AGARGAON",""
"MAMUN PARTY PALACE & COMMUNITY CENTRE,THANA RD,1340",""
"H 31 , AL AMIN RD , KATHALBAGAN",""
"HOUSE 81,ROAD 4,BLOCK I,BASHUNDHARA R/A",""
"SUMMER , 276 , SARAK 3,  BASHUNDHARA R/A",""
"H 215 , BADDA BAZAR RD , MIDDLE BADDA",""
"ZAYTON GARDEN RESTAURANT, AGARGAON MIRPUR-1",""
"MEMENTO INT RESIDENCE , SECTOR 13 , UTTARA",""
"MIRPUR NATIONAL ZOO RD , MIRPUR 2",""
"BLOCK F , ROAD 8 , HOUSE 156 , 157 , BASHUNDHARA RESIDENTIAL AREA",""
"MEHEDIBAG MAIN RD , ADABOR",""
"GOLF HEIGHTSNEW AIRPORT RD,BANANI",""
"HOME TOWN APARTMENT , 87 , NEW ESKATON ROAD , NEW RSKATON ROAD , WIRELESS , PALTAN",""
"GULSHAN POLICE CHECKPOST , ROAD 92, GULSHAN 2 , GULSHAN",""
"NIJORA,RD 4,KALLYANDPUR,DARUS SALAM",""
"PIONEER DENTAL COLLEGE AND HOSPITAL , LICHU  BAGAN RD , JOAR SHAHARA",""
"tisara siddik , h 9 , rd 7 , gulshan 1",""
"TASTY TREAT , BAKSHI BAZAR , OLD DHAKA",""
"ABC SKYRISE TOWER,SHAHJALAL AVE,SECTOR 4,UTTARA",""
"HOUSE 8 , ROAD 6 , SECTOR 3, UTTARA",""
"RD 83 , GULSHAN 2",""
"TALTOLA MARKET,TALTOLA MARKET RD,TALTOLA,KHILGAON",""
"HOUSE 1086,ROAD 6,AVENUE 8,DOHS MIRPUR,DHAKA",""
"GHOR 21 , ROAD 33, SECTION 10",""
"BATA SIGNAL BUS STOP,NEW ELEPHANT ROAD,DHANMONDI",""
"THE DENTAL CARE , 4 , ROAD 4 , SECTION 6",""
"CILANTRO , SATMASJID ROAD , DHANMONDI",""
"WAPDA RD,NOTUN BAZAR,BADDA",""
"THE PALACE ., ROAD NO 9  DHAKA BANGLADESH",""
"IDP EDUCATION DHAKA GULSHAN , GULSHAN 2 , GULSHAN",""
"H 470 , RD 15 , BLOCK G , BASUNDHARA R/A",""
"SWID BANGLADESH,H 4/A,ESKATON GARDEN RD,OLD ESKATON",""
"AL ARAFAH ISLAMI BANK LIMITED ATM,WEST JATRABARI",""
"869, 60 FEET , MUKTI HOUSING , DOKKHIN MONIPUR",""
"SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D , BASHUNDHARA",""
"ZAMAN TEA STALL,WEST  DHANMONDI",""
"THE GLASSHOUSE , BIR UTTAM MIR SHAWKAT SARAK ( GULSHAN AVENUE ) , DAKKHIN BADDA , GULSHAN",""
"PWD E/M DIVISION -2 , TEJGAON , DHAKA , INDUSTRIAL AREA",""
"ALEXANDRA,177,ROAD NO 5,BLOCK D, BASUNDHARA R/A",""
"GALIB SHORONI , PASHCIM NAKHALPARA , SHER E BANGLA NAGAR",""
"203/A, UTTAR SHYMOLI, PASCHIM AGARGAON, SHYAMOLI ROAD NO . 2, MUKTI HOUSING, UTTAR SHYAMOLI , PASCHIM AGARGAON",""
"MILKVITA ROAD , SECTION 7",""
"BIVAGIO UPO PORICHALOKER KARJALOY",""
"RD 2, RUPNAGAR  , MIRPUR 2",""
"48 JAFRABAD , ZAFRABAD, MOHAMMADPUR",""
"H 772, RD 23, BLOCK G , BASHUNDHARA R/A",""
"SOUTHERN GARMENTS LTD,ZIRABO TO BISHMAIL RD ,RUSTAMPUR,ASHULIA 1342",""
"MAYAKANON RD , AHMED BAG , SABUJBAG",""
"SONY CINEMA HALL CIRCLE , MAIN RD, MIRPUR 1",""
"CHINA BD BUSINESS , NIKUNJA 2",""
"SHANTONEER APARTMENT , HOUSE -13 , 14, ROAD-2",""
"RD 9 , ADABOR",""
"COMPUTERIZED HOMEOPATHY RESEARCH CENTER , WIRELESS  GATE , MOHAKHALI",""
"NURBAG JAME MASJID , BLOCK B , TALTOLA KHILGAON",""
"RAJUK MOHAKHALI ZONAL OFFICE , RD 2 , BANANI",""
"VC CHATTAR , FULLER RD",""
"FORTUNA APARTMENT,FARMGATE,TEJGAON",""
"DHANMONDI 9/A HOUSE 55 , WEST , DHANMONDI",""
"HOUSE 38 , ROAD 15 , SECTOR 14 , UTTARA",""
"HORIZONTAL 2,ROAD 08,PRIYANKA CITY,UTTARA",""
"MANGROVE,ROAD NO 7,LALMATIA",""
"29/6,BLOCK C,TAJMAHAL ROAD,MOHAMMADPUR",""
"DHAKA NAVY COLONY , MIRPUR 14",""
"KRISHI MARKET RD,MOHAMMADPUR",""
"ARINA M.A RASID , H 22/2 , NORTH CIRCULAR RD , DHANMONDI",""
"H 93 , RD 3 , BLOCK C , BASUNDHARA R/A",""
"RD 1,BLOCK F,MIRPUR 2",""
"ROBI SHEBA , SECTOR 6 , UTTARA",""
"BDG MAGURA HOUSE,402,ROAD NO 10,11,12,BLOCK A,BASHUNDHARA R/A",""
"H KHA,146/4,JAMTOLA RD,KURMITOLA",""
"HAZRAT SHAHJALAL INTERNTIONAL AIRPORT",""
"HOTEL ZAKARIA BAR,RD 1,MOHAKHALI",""
"RESILIENT BANGLADESH , ARAMBAG RESIDENTIAL AREA , MIRPUR 7",""
"HERFY , BLOCK I , BASHUNDHARA R/A",""
"ALOKI TEJGAON LINK ROAD , NIKETON GULSHAN",""
"FARMGATE METRO RAIL  STATION , DHAKA",""
"PULP FICTION,BLOCK D,LALMATIA",""
"ROAD 3 NIKETON BLOCK B , NIKETON HOUSING SOCIETY , GULSHAN",""
"SAG ENGINEERINGB , DAKKHINPARA MOHAKHALI",""
"H 26,RD 106,GULSHAN 1",""
"ALLAHR DAN HOTEL AND BIRIYANI HOUSE , MIRPUR DOHS",""
"JOG FUNDETION , SEGUNBAGICHA ROAD , SEGUNBAGICHA",""
"144 , SARAK #10 KHILKHET , BASHUNDHARA R/A",""
"UNICORN PLAZA , GULSHAN NORTH AVENUE ,GULSHAN 2 , GULSHAN",""
"ROAD 8 , BLOCK D , BASHUNDHARA",""
"H 62 , CIRCULAR RD , HATIRPOOL",""
"AYSHA CAR HUT , ROAD 29 , MIRPUR CANTONMENT , MIRPUR",""
"MORGAN GIRL'S HIGH SCHOOL , VASHA SOINIK MOMTAZ BEGUM SARAK , NARYANGANJ SADAR , NARYANGANJ, 1400",""
"NAHAR VILLA , 20 , SECTION 6",""
"BIJOY RAKEEN CITY BUILDING AB TOWER 2",""
"BANGLADESH SUPREME COURT BAR ASSOCIATION,HIGH COURT AREA,SHAHBAG",""
"MERCANTILE BANK LIMITED , SHOLAIPAR ROAD , EAST DHOLAIPAR , DONIA",""
"VECTOR LAB , RD 10 , BLOCK I , BASUNDHARA R/A",""
"KHANIKA,H 3/1M,RD 8,BANASHREE,RAMPURA",""
"THE TUCK MASTER , HOUSE 56 , ROAD 11 , BLOCK F , BANANI",""
"JATRI SUPPORT OFFICE, GULSHAN 2, GULSHAN",""
"HOUSE 106, ROAD 3, BLOCK F, BANANI DHAKA",""
"RD 87 GULSHAN 2",""
"THAI CHI RESTAURANT AND CAFE,H 117/A,BIJOY SARANI TEJGAON LINK RD,TEJKUNIPARA",""
"BOMETTA , ROAD 6/B , BANANI DOHS N",""
"RD 1 ,  MOHAKHALI DOHS","(23.7807594, 90.3952941)"
"S/23, NURJAHAN ROAD , MOHAMMADPUR",""
"FAROOQ & ASSOCIATES , PURANA PALTAN",""
"SHIMANTO SQUARE,RESIDENTIAL  AREA,DHANMONDI",""
"H 440, LN 4 , MOHAKHALI DOHS",""
"LALBAG",""
"BEVERELUY HOMES.,99, 6 NO ROAD,BLOCK D,BASUNDHARA R/A",""
"RD 12 , BARIDHARA DOHS",""
"FIBER@HOME GLOBAL LIMITED,GULSHAN 1,GULSHAN",""
"HOUSE 11 , ROAD 9 , BLOCK K , BARIDHARA",""
"DOOSAN SPINE CARE,SOUTH BISHIL,MIRPUR 1",""
"76 , 60 FEET ROAD , MUKTI HOUSING , PASCHIM , AGARGAON",""
"SOUTH BANASHREE CENTRAL JAME MASJID , RD 12 ,SOUTH BANASHREE",""
"NEW DHANSHIRI RESTAURANT,GULSHAN 2,GULSHAN",""
"ROAD 10 NIKETON , NIKETON HOUSING SOCIETY NIKETON",""
"RUOAYAN SHOPPING SQUARE , RD 14 , BLOCK G , BASHUNDHARA R/A",""
"KARUPITH , TAJMAHAL ROAD , MOHAMMADPUR",""
"MEDRX LIFE SCIENCE LTD , RD 30 , MIRPUR DOHS",""
"AFTAB  FINANCE , KEMAL ATATRUK AVENUE , BANANI",""
"SANTINO CAFFE-BFC BANANI , BLOCK H",""
"KHELAGHOR TOYS , SHAHID NAGAR , LALBAGH",""
"MAZAR ROAD BUS STOP,MAZAR ROAD,MOFIZBAGH HOUSING,GABTALI",""
"BEHIM PHARMACY,PEPSI GOLI,WIRELESS,MOGBAZAR",""
"NEW IDEAL PHARMA,NORTH CIRCULAR ROAD,GREEN ROAD",""
"FOOD BOOTH , H 39 , RD 21,BANANI",""
"TK BHABAN,KAWRAN BAZAR MASJID RD,KAWRAN BAZAR",""
"CHINTON ARCHITECTS,GULSHAN 2,GULSHAN",""
"SBASTI HOMEO BIDHAN , H 230 , RD 5 , BARIDHARA DOHS",""
"tokyo square , ring road , mohammadpur",""
"AZIMPURBUS STAND MASJID , AZIMPUR RD , AZIMPUR",""
"GULSHAN KARATE SCHOOL,BLOCK A,BANANI",""
"H 11, RD 7 , SOUTYH BANASREE PROJECT",""
"H 48 , BANAGRAM RD , BANAGRAM",""
"BAY OUTLET TEJKUNIPARA TEJGAON",""
"HOTEL BENGAL CANARY PARK , GULSHAN 1 , GULSHAN",""
"SHOROJONTRO , BLOCK B , NIKETON",""
"BARISUR MARKET JAME MASJID , KAMRANGIRCHAR BERIBADH , KAMRANGIRCHAR",""
"HAZARIBAGH PARK, HAZARIBAG",""
"FAIZUR RAHMAN IDEAL INSTITUTE , BERIBADH RD , CHAD UDDAN , MOHAMMADPUR",""
"LOGIN TECHNOLOGIES BD LTD , ROAD 7 , GULSHAN 1 , GULSHAN",""
"SAYMA , GIRLS SCHOOL ROAD , DHANMONDI",""
"RAISA ENTERPRISE , MIRPUR CANTONMENT",""
"HUMAYUN ROAD, JENEVA CAMO, MOHAMMADPUR",""
"MALOBIKE , 43/O/1, RAJA BAZAR INDIRA ROAD , DHANMONDI",""
"DELTA HEALTH CARE , JATRABARI LIMITED , WEST DHOLAIRPAR",""
"CANTEEN,KAZI NAZRUL ISLAM AVENUE,WIRELESS,PALTAN",""
"JABBER HETGHTS , 149 , ROAD 2/1 , SECTION 12",""
"DHANMONDI GARDEN,WEST",""
"NIKETAN HEIGHTS , BLOCK A , NIKETON",""
"CAMERA WORLD,JAMUNA FUTURE PARK,BASHUNDHARA R/A",""
"NRBC BANK , 155 , ROAD 11 , BANANI",""
"HOUSE 16, ROAD 3, SECTOR 5, UTTARA",""
"MARUF STORE,CHANDRIMA MODEL TOWN,MOHAMMADPUR",""
"house 20 , road 4/a , sector 5 , uttara",""
"MONTANA LOUNGE , GULSHAN 2 , GULSHAN",""
"DIABARI CONVENTIONA HALL , DIYABARI , UTTARA",""
"LINE 3,BLOCK A,MIRPUR 10",""
"AMADER IT , BARIDHARA K BLOCK , NOTUN BAZAR",""
"ROAD NO 16,BLOCK A, BASHUNDHARA R/A",""
"MATRICCHAYA , 164/C/1 , MODDHO PAIKPARA , MUKTI HOUSING , MODDHO PAIKPARA",""
"HAZRAT SHHAJALAL INTERNATIONAL AIRPORT TERMINAL 2, AIRPORT ROAD, NEW AIRPORT ROAD, KURMITOLA , SECTOR 2",""
"NORTH SOUTH UNIVERSITY , BASHUNDHARA R/A",""
"AARONG,TEJGAON GULSHAN LINK ROAD,GULSHAN 1,GULSHAN",""
"GARDEN GREEN , RD 4 ,  MIRPUR DOHS",""
"LABAID SPECIALIZED HOSPITAL",""
"RENAISSANCE DHAKA GULSHAN HOTEL , GULSHAN 1 , GULSHAN",""
"HOUSE 10,ROAD 3,SECTOR 10,UTTARA",""
"427, ROAD NO - 17, BLOCK A, BASHUNDHARA R/A",""
"KAMALAPUR  RAILWAY STATION ,  KAMALAPUR",""
"HOUSE 8,ROAD 2B,SECTOR 11,UTTARA",""
"BLOCK  A, BANASREE",""
"LABIBA ELECTRONICS , MAHUTTULI RD   , BANGSHAL",""
"NARCOTICS ANONYMOUS , BLOCK D , BANANI",""
"house 32,road 7/C,SECTOR 9,UTTARA,DHAKA",""
"HOUSE 229 , LANE 3 , BARIDHARA DOHS",""
"ISLAM CHAMBER,H 125/A,DILKUSHA RD.DILKUSHA",""
"NAZMA VILLA,334/7,AHMMED NAGAR,PAIKPARA,SENPARA PARBATA,,SHAH ALI BAGH",""
"EAIDA ONLINE , BLOCK H , BANASREE",""
"NATIONAL INSTITUTE OF CARDIOVASCULAR DISEASES ( NICVD )",""
"H 29/F/1,TULAGACHTOLA RD,SANATANGAR,HAZARIBAG",""
"ANGAN FLORELLA,SECTOR 4,UTTARA",""
"SKY CAPITAL  AIRLINESD LIMITED , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA",""
"NIKETON BAZAR , RD 8 , NIKETON",""
"NORTH TOWER SONARGAON JANAAPATH SECTOR 13 UTTARA",""
"BANGLADESH INTERNATIONAL SCHOOL & COLLEGE,RD 27,MOHAKHALI DOHS",""
"BAITUR RAHAMAN JAME MOSQUE , MATUAIL , JATRABARI",""
"BANDHAN,BLOCK C,BASUNDHARA R/A",""
"DEWAN TELECOM,DEWANPARA RD,VASHANTEK",""
"KITCHEN EXPRESS,EIDGAH MATT,SONY HALL,MIRPUR 1",""
"K M DAS LN,TIKATULI",""
"H 165/1, TEJKUNIPARA NAKHALPARA RD , TEJKUNIPARA",""
"RANGDHANU OFFICERS MESS DHAKA,NIRJHAR RESIDENTIAL AREA,BHASHANTEK",""
"CONFIDENCE GARMENRS,BEGUM ROKEYA SHARANI,HARUNABAD,MIRPUR 12",""
"MASCOT PLAZA,UTTARA,DHAKA,SECTOR 7",""
"H 42,CHAMELIBAG,RAJARBAG",""
"RD 5A, BLOCK C , BASUNDHARA R/A",""
"RD 12 , SECTOR 4 ,UTTARA",""
"ALIBABA SWEETS MIRPUR CANTONMENT",""
"ZINU MARKET , TONGI , DHAKA , PAGAR",""
"SWARNA SIRISH,37,DHANMONDI 4,DHANMONDI R/A",""
"H 340,ALHAZ ABDUS SOBHAN RD,BLOCK B,BASHUNDHARA R/A",""
"UNIMERT EXPRESS , UNITED CITY , MADANI AVENUE , VATARA",""
"M . S . ACCESSORIES LTD , PALLABI , MIRPUR",""
"ROAD 16 , BANANI","(23.790321, 90.4076959)"
"THE MANHATTAN FISH MARKET , H 32 , KAMAL ATATURK AVE , BANANI",""
"DHOLAIPAR MASJID , DANIA DHOLAIRPAR RD , DANIA , JATRABARI",""
"JOLSHIRI CENTRAL PARK , JALSHIRI ABASHON",""
"JALIL SUPER MARKET,JOY BANGLA RD,1711",""
"BLUE MOON SKY GARDEN RESTAURANT,MATIKATA,MIRPUR ECB",""
"manik motors, old boat ghat road katasur , mohammadpur",""
"GLORIA JEAN'S COFFEE , GULSHAN 2 , GULSHAN",""
"ABC HERITAGE 2, JASHIMUDDIN ROAD UTTARA , KURMITOLA , SECTOR 1",""
"11,18,SECTION 10",""
"MOTIJHEEEL,ARAMBAGH,MOTIJHEEL RD,DHAKA",""
"deobhog , fatullah , narayanganj , 1400",""
"BICC PARKING , BANGABANDHU INTERNATIONAL CONFERENCE CENTER ( BICC) , SHER - E-BANGLA NAGAR",""
"TOTAL GEMINI  , H 2/ F/7 , HABIBULLAH RD , SHAHBAGH",""
"ISLAMI BANK HOSPITAL AND CARDIAC CENTRE,MIRPUR 7",""
"UCB BANK GULSHAN AVE GULSHAN 2",""
"28 SHAHID MINAR RD,MUKTI HOUSING,KALLYANPUR",""
"SERENITY , JOLSHIRI ABASON , RUPGANJ",""
"REGIONAL PASSPORT OFFICE DHAKA EAST",""
"KHILGAON FREM SKY,TALTOLA",""
"BELLA ITALIA , RANGS  FC ENCLAVE , GULSHAN AVENUE , GULSHAN 1",""
"GRAMEENPHONE CENTRE,ROAD 113,GULSHAN 2,GULSHAN",""
"UTTARA CLUB , ROAD-08 , SECTOR -01 , UTTARA",""
"IBN SINA DIAGONISTIC & CONSULTATION CENTER,GARIB E NEWAZ AVE,SECTOR 13,UTTARA",""
"ARTISAN [PEARL , SECTOR 1, UTTARA",""
"BROBUL, BLOCK J , BASHUNDHARA R/A",""
"ALLAHR BANDA : JUICE BAR & TEA STORE , SECTION 13 , MIRPUR",""
"BENGAL BOI , 1/3 , ROAD 1 , LALMATIA",""
"H 30/A/2 , EAST NAYATOLA RD , NAYATOLA",""
" PROLOG BEANS & BITES , BASHUDNHARA R/A
",""
"CUP OF JOY,BLOCK B,MIRPUR 12",""
"RD 28 , MOHAKHALI DOHS",""
"RD 69,GULSHAN 2",""
"RD 2A , BLOCK C , BASUNDHARA R/A",""
"BJIT HEAD OFFICE , PLOT NO 2740 & 1745 PACHKHOLA , DHAKA  1212",""
"INTERNATIONAL TRADE FAIR , SECTOR 4 , PURBACHAL",""
"DORGA BARI , PRESIDENT ROAD , AMLAPARA NARYANGANJ SADAR, NARYANGANJ , 1400",""
"TEJGAON FLYOVER , MOGBAZAR",""
"GOALMURI,DAUDKANDI,COMILLA",""
"LAKE VIEW CLINIC , ROAD 79 , GULSHAN 2 , GULSHAN",""
"NEW PRINCE BAKERY , PALPARA GHAT RD , PALPARA , GABTALI",""
"al- rail medicare store , green road ,dhanmondi",""
"NILOY BAF OFFICERS , QUARTER , SHAHINBAGH , TEJGAON",""
"BOROFKOL FIELD , DEMRA NARAYANGANJ RD , NOGOR KHANPUR , NARAYANGANJ SADAR , NARAYANGANJ , 1400",""
"23/N , ROAD NO. 2 BLOCK D , BASHUNDHARA R/A",""
"ANANYA SUPER COMPLEX, BARIDHARA DOHS , BARIDHARA DOHS MAIN RD , KALACHANDPUR",""
"ADDA , SECTOR 4 , UTTARA",""
"PAKAR MATHA AUTO STAND , SECTOR 3 , UTTARA",""
"KHURSHID CENTER FOR EPI,NORTH MUGDA",""
"COMILLA BOUTIQUE HOUSE , CHAYA BITHI'E GOLI , TIKATULI",""
"H 10/A/4 BJRI RD,WEST RAJABAZAR",""
"H 1/F SHAFAET ROAD MAATI PROPERTIES , BLOCK C , BASUNDHARA R/A",""
"EVERCARE HOSPITAL , PLOT 81 , BASHUNDHARA ROAD , BLOCK-E , BASUNDHARA",""
"BUY HERE NOW LOUNGE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA",""
"RAMPURA KACHA BAZAR  , WEST RAMPURA",""
"APON FAMILY MARTT , BLOCK D , BASHUDNHARA R/A",""
"purbo rajason bazar (polur dukan ) rajason birulia rd , deuni , 1340",""
"INDEPENDENT UNIVERSITY BANGLADESH(IUB),BASHUNDHARA R/A",""
"NAVANA SOMERSET,14/4,45,CHAMILIBAGH,DOKKHIN SHAJAHANPUR,PALTAN",""
"NSU RD , BLOCK B , BASHUNDHARA R/A",""
"moni cng station begum rokeya sharani kazipara 1000",""
"ARTISAN DAKHINA,H 87,KALABAGAN 2ND LN,KALABAGAN",""
"469 , ROAD NO. 7 , BASUNDHARA R/A",""
"DHAKA MEDICAL HOSPITAL,ZAHIR RAIHAN ROAD,NOORBAGH,SIDDIKBAZAR",""
"ELANO , DOHS MIRPUR",""
"SILICON JOPAZ,H 33/13,RD 10,JANATA HOUSING,MOHAMMADPUR",""
"MIDLAND BANK LTD , RD 92 , GULSHAN 2",""
"PIXEL STUDIO ,. BLOCK D , MIRPUR 1",""
"ROAD 19 , KOTBARI BAZAAR , SECTOR 7",""
"DIP SHIKHA PRE CADET HIGH SCHOOL , 365 , SHANTIBAGH RD , DOKKHIN SHAJAHANPUR , SHHJAHANPUR",""
"RD 1B,SECTOR 10,UTTARA",""
"SHEKERTEK ELECTRIC , H 13 , MOHAMMADPUR",""
"MATRICHHAYA SCHOOL BUILDING , NURERCHALA",""
"BFC,ROAD 11,BANANI",""
"BANANI PHARMACY, H 100,RD 11,BANANI",""
"DOMESTIC TERMINAL,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",""
"MUM FASHIONS,MERCHANDISING LTD,ROAD 07,SECTOR 9,UTTARA",""
"HOUSE 67A , ROAD 4 , BLOCK C , BANANI , DHAKA",""
"ADDA,SECTOR 4,UTTARA",""
"
0AL HAJ ABDUS SOBHAN RD 1, BASHUNDHARA R/A ",""
"CRESCENT HOLDINGS LTD,WEST DHANMONDI",""
"INTERNATIONAL CONVENTION CITY BASHUNDHARA(ICCB),PURBACHAL EXPRESS HIGHWAY,DHAKA,BANGLADESH",""
"DIABARI ROAD,DHARANGERTEK",""
"AMBLE BLUE BELL , 687, BLOCK F , ROAD 21, BASHUDNHARA R/A",""
"BHOLA STORE , PIRERBAG , MIRPUR",""
"TRIPTI , H 380 , RD 6 , BARIDHARA DOHS",""
"COFFEE WORLD GULSHAN , GULSHAN 2 , GULSHAN",""
